track_id	song_id	title	artist_name	artist_location	artist_hotttnesss	release	year	song_hotttnesss	danceability	duration	loudness	sample_rate	tempo
TRAQGWN12903CE658C	SOPQTWV12AC3DF9853	Like a Bird Pulling Up At a Worm	We Show Up On Radar	nottingham	0.385124119473	A Loaf Of Bread_ A Container Of Milk And A Stick Of Butter	0	0.266955186276	0.0	194.71628	-13.362	22050	80.029
TRAQSWI128F9343039	SOMEYFE12AB018BA5B	Cry Like An Angel	Shawn Colvin	Vermillion, SD	0.44673296759	Steady On	1989	0.443291311905	0.0	290.11546	-12.798	22050	167.772
TRAQSEG128F9327EB9	SONELCM12A8C14114B	All Your Love [Live 1999]	Gary Moore	Belfast, Northern Ireland	0.467110648585	Essential Montreux	0	nan	0.0	272.16934	-5.457	22050	110.768
TRAQSPU128F422146B	SOOYLGJ12A58A7B465	Black Night	Halfway to Gone		0.353532627765	Halfway to Gone	2004	0.482137585065	0.0	210.07628	-5.061	22050	141.63
TRAQSAG128F9354A2A	SOAHOBN12AB01835BF	Bass Fanactiks	DJ Phiene		0.279395875802	Da Grand Architek	0	0.0	0.0	240.92689	-10.706	22050	165.023
TRAQSEU12903CE5966	SOWAVGA12A58A7A6A2	Stereo + Video	D:Fuse vs The Scumfrog	Austin, TX	0.305734031084	Stereo + Video	0	nan	0.0	534.62159	-4.757	22050	130.018
TRAQSWR128F92F1357	SOTKIJC12AB017C558	Waiting For A Train [Live]	John Sebastian	Leeds	0.341288723301	Cheapo-Cheapo Productions Presents Real Live John Sebastian	0	0.0	0.0	169.84771	-19.869	22050	91.802
TRAQSYW12903CB969B	SOQIRNJ12AB0187772	Carrie's Theme	John Frizzell		0.366905852789	Whiteout : Music from The Original Motion Picture	2009	0.407233014901	0.0	100.75383	-29.999	22050	91.434
TRAQSVV128EF34BBEC	SORCJFO12A6BD54EBD	Geh	Kuba	Latvia	0.371934515971	Unter Wert	0	nan	0.0	222.04036	-3.441	22050	90.777
TRAQSWY12903CEB99F	SOFJDJH12A8C136932	Menssa	Loketo		0.274741896195	Soukous Trouble	0	nan	0.0	291.3171	-12.16	22050	114.888
TRAQSGM128F4296A20	SOIBNUC12A8C140158	Bazooka	Pat Travers	Toronto, Canada	0.384018128543	Black Betty - The Anthology	0	0.239629097774	0.0	221.93587	-6.236	22050	182.949
TRAQDSN128F42934A2	SOGRJSY12A8C13C25E	Posterchild for Tragedy	Sugarbomb		0.351841895697	Bully	2001	0.427446571488	0.0	260.93669	-6.121	22050	122.761
TRAQDVL128F9311923	SOHPRWZ12AB0180B14	Come All Over Me	Groove Karma		0.233939609049	Come All Over Me	0	nan	0.0	206.78485	-7.377	22050	144.045
TRAQDCD128F935F863	SOYITPH12A58A7CA96	History Of Jody	Guitar Shorty	Harlingen TX	0.390672366676	Shorty's Blues	0	0.247170950238	0.0	817.37098	-17.135	22050	103.27
TRAQDXM128F421F033	SOXNMJY12A81357342	Santa Claus Is Coming To Town	Skeeter Davis	Dry Ridge, KY	0.395791273774	Country Christmas	1999	0.473346541109	0.0	153.96526	-16.87	22050	150.784
TRAQDXE128F92C3197	SORAOMT12A8C140327	Matter Of Fact	Love Jones	Louisville, KY	0.340385429707	Here's To The Losers	1993	0.0	0.0	384.13016	-7.479	22050	102.473
TRAQDWW12903CF4274	SOSBSFC12AC960A17A	Handel: Alcina: Tornami a vagheggiar	Joan Sutherland		0.381369229303	Joan Sutherland	0	0.460541281359	0.0	264.12363	-16.553	22050	138.356
TRAQDID128F92FF26D	SOBFOZC12A8C143BE8	Juneau [Live]	Funeral For A Friend	Wales	0.590449276812	The Great Wide Open	2007	0.532482707508	0.0	251.21914	-4.518	22050	102.889
TRAQDXL128F4260EB8	SOPKWKW12A8C1312BC	Head For Backstage Pass	Jeff Beck	Wallington, Surrey, England	0.529995832899	Original Album Classics	1976	0.737994182144	0.0	163.83955	-8.951	22050	131.554
TRAQDZZ128F42AF66A	SOXPAAZ12A8C13F495	Let's Plan A Robbery	Three 6 Mafia	Memphis, TN	0.556477414707	Most Known Unknown (Screwed and Chopped)	2005	nan	0.0	213.60281	-10.606	22050	130.298
TRAQDZM128F426444D	SOXVCSA12A8C137504	Everyday	Bebe Winans / Stephanie Mills	Detroit, MI	0.488181389999	Love And Freedom	2000	0.0	0.0	324.93669	-9.2	22050	144.005
TRAQDBO128F92ED2AC	SOKNYCV12A8C137625	Signapur	In Extremo		0.447330487172	Mein rasend Herz	2005	0.474054830931	0.0	233.74322	-3.734	22050	114.127
TRAQDUR128F931B4E9	SOYNEVM12AB018439A	Wildflowers (Album Version)	Tom Petty	Gainesville, FL	0.568350503202	Wildflowers	1994	0.621621072829	0.0	190.32771	-13.374	22050	86.8
TRAQDYJ128F14989F8	SOVBLWJ12A6D4F6EE4	He's A Rebel	Crystals	Nigeria	0.433357015385	Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996	0	nan	0.0	150.90893	-5.651	22050	117.623
TRAQJLD128F9350D44	SOCQEJA12AB0187390	The Room	Bruce Carroll		0.345446816246	Boomerang	0	0.0	0.0	278.41261	-10.882	22050	90.094
TRAQJAU128F42585AD	SOQUEQP12A8C1397DE	The Tube	Spectra Soul		0.402044105636	Shogun Assassins EP Vol. 3	2008	0.460541281359	0.0	303.51628	-7.751	22050	85.006
TRAQJLZ128F930BD03	SOSLDDI12AB0180835	Magic Carpet Ride - Original	Glen Ricks		0.256562179758	Glen Ricks' Rock My Boat	0	nan	0.0	167.49669	-10.469	22050	86.999
TRAQJAO128F93289C4	SOHWQKE12AB0187F90	Turu wilakuy	Alturas		0.236098820328	Entre tanto canto...	0	0.0	0.0	293.90322	-14.956	22050	78.01
TRAQJOP128F424C3D2	SOKPMSE12A8C135993	China Doll	Slim Whitman	Tampa, FL	0.386669091706	UK - 1955 - September	2002	nan	0.0	170.81424	-9.681	22050	107.584
TRAQJMP128F92E3821	SOYCHDB12A8C13F2C8	Can't Take My Eyes Off You	Muse	UK	0.791500972758	Dead Star / In Your World	0	0.825656099843	0.0	211.12118	-5.646	22050	126.725
TRAQJKM128F93578DA	SOOWFID12AC9DCED58	Medley: Bobby Stenhouse; Braes Of Gleniffer; Girl In A Blue Dress	The Glencastle Sound		0.252973065794	Our Scottish Heritage	0	nan	0.0	3.5522	-15.118	22050	110.76
TRAQJGB128F426A9B6	SODUOQU12A58A7D2A8	The House Is Rockin'	Stevie Ray Vaughan And Double Trouble	Dallas, TX	0.544257505725	In Step	1994	0.67872898144	0.0	168.30649	-10.351	22050	170.217
TRAQJBN12903CC16B5	SOPAQJH12AB018BAFC	Grønn Dame_ Rød Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)	Black Debbath	Oslo, Norway	0.392325282528	Black Debbath Hyller Kvinnen!	0	nan	0.0	268.61669	-6.093	22050	85.068
TRAQJNQ12903CBD304	SOCTFYZ12AB018CE46	Love	YZ		0.290403491356	The Legend Of Floyd Jones	0	nan	0.0	287.37261	-14.64	22050	43.991
TRAQJFK128F428508A	SOXOKBA12CF54651D5	I'm Running Out Of Love	Dolly Parton	Locust Ridge, TN	0.603876486918	Just Because I'm A Woman	2008	nan	0.0	125.33506	-10.609	22050	100.06
TRAQJAM128F14AC5E8	SOGPBBU12A67AE219E	Bruttosozialprodukt	Geier Sturzflug		0.466394434403	Deutsche Hits CD1	1982	nan	0.0	186.51383	-6.54	22050	165.979
TRAQJSB128F1454BB2	SOTKJLB12A6D4F785A	Dancing Drums	Badmarsh & Shri		0.402033856023	Dancing Drums	1997	0.604500738589	0.0	497.13587	-9.507	22050	96.028
TRAQJOE128F92F1D58	SOIZPQD12AB017E788	Crystal Clear	Brainchoke		0.307504806069	Introspective	0	0.221548659914	0.0	87.14404	-3.254	22050	137.07
TRAQJNA128F425D4F0	SOAZGGS12A8AE457F4	Mo Jing	CoCo Lee		0.219369574912	COCO 1994-2008 Best Collection	0	nan	0.0	269.53098	-6.025	22050	100.034
TRAQJBM128F428DA47	SOCMHVU12A8C13A274	Si Xin De Li You	F.I.R.		0.370540726443	Unlimited	0	nan	0.0	248.0322	-6.351	22050	101.471
TRAQYZI128F4273CF3	SOYYIRG12A8C13656A	Indian Queen	Electric Light Orchestra	Birmingham, England	0.531399329244	Flashback	0	0.215080318509	0.0	57.44281	-21.488	22050	92.502
TRAQYZO128F930BC98	SOSLODI12AB0179DD7	Easy or Not (Album Version)	To My Surprise	Des Moines, Iowa	0.355022011393	To My Surprise	2003	nan	0.0	175.22893	-2.17	22050	149.654
TRAQYOC128F9341CDC	SOSNLPM12A8C139C95	Genesis	Busta Rhymes	East Flatbush, Brooklyn, NY	0.539644312424	Genesis	2001	0.549998637169	0.0	231.60118	-10.067	22050	106.961
TRAQYSF128F425D3D8	SOHORES12A8C13595D	Con La Tinta De Mi Sangre	Mazz		0.358681692769	Tejano All Stars: Masterpieces Vol 1	0	nan	0.0	183.562	-10.295	22050	104.055
TRAQYVG128F92FE7E1	SOMKFVQ12A58A75F9A	How Old Are You	Loudon Wainwright III	Chapel Hill, NC	0.442765842029	I'm Alright	1994	0.570919570892	0.0	128.15628	-16.117	22050	193.637
TRAQYXL128F425EA21	SOJGYPA12A8AE46C32	We Will Stand	Russ Taff		0.36211600622	Rivers Of Joy	1998	0.550326336193	0.0	343.37914	-9.193	22050	124.343
TRAQYRR128F92F8632	SOZWUGO12A6D4FDCAE	Twelve Gates To The City	John Cephas & Phil Wiggins	Bowling Green, VA	0.314104478496	Gary Davis Style: The Legacy of Reverand Gary Davis	0	0.0	0.0	158.30159	-14.947	22050	101.863
TRAQYZO12903CB818E	SOMXMTB12A8C145406	Hillcrest Drive	The Del McCoury Band		0.362218956815	It's Just The Night	0	0.445454525493	0.0	198.63465	-8.61	22050	163.92
TRAQYUA128F428742F	SOWKEYU12A8C13C384	You Gotta Move	Mississippi Fred McDowell	Rossville, Tennessee (Lived in Como, Mississippi)	0.385305378334	Good Morning Little School Girl	1999	nan	0.0	226.37669	-15.448	22050	69.347
TRAQYMX12903CAB6C6	SOVSQTW12AB018C788	Jenny Jenny	The Shirrows		0.0	Shakin' All Over Again	0	nan	0.0	361.9522	-5.417	22050	173.776
TRAQYFL12903D138CF	SOCSXZF12AC468D3E3	Descontrol	Daddy Yankee	Puerto Rico	0.562506672289	Daddy Yankee Mundial	2010	0.744986509767	0.0	172.90404	-4.064	22050	93.029
TRAQYWJ128F931282C	SOCYIJP12AB018135F	Engine Skull	Cancer Bats	Toronto, Ontario, Canada	0.533842727049	Kerrang! The Album '09	2009	0.51596363072	0.0	159.29424	-3.276	22050	110.096
TRAQRSO128F92D5C48	SOTFFCM12A8C140BC2	Endeka Para	Natassa Theodoridou		0.303189556632	Dipla Se Sena	0	nan	0.0	254.69342	-8.851	22050	178.021
TRAQRAM128F4296694	SOFRDRA12A8C1419D9	Cuore Appassionato	Sergio Franchi	Italy	0.232748678347	I Giovani Assi Della Fisarmonica	0	0.250921416085	0.0	199.73179	-13.148	22050	118.137
TRAQRYZ128F4291DCB	SOUQDHF12A8C13B70C	My Prerogative	Britney Spears	Kentwood, LA; Los Angeles, CA	0.631289507585	My Prerogative	2004	nan	0.0	213.18485	-6.451	22050	110.993
TRAQRRD128F425F8E7	SOCBMSI12A8AE49124	Laquelle Des Deux Est La Plus Snob	Jacques Dutronc	Paris, France	0.454541929151	Intégrale Les Cactus	1969	0.392008771471	0.0	152.76363	-9.774	22050	126.968
TRAQRUZ128F149627D	SOHDIHR12A6D4F913F	Sangha the Outcast	Nick Ingman	London, England	0.318536029936	Two Brothers	0	0.0	0.0	167.33995	-19.817	22050	115.124
TRAQRHA128F93001EB	SOYINSW12B0B80BEBD	Between Love & Hate	The Strokes	NY	0.587194101519	Room On Fire	2003	0.828400263956	0.0	191.29424	-4.689	22050	104.208
TRAQRNL128F42148D3	SOHGJTR12A6D4FB972	Walking Through the Ghetto	Sugar Minott	Kingston, Jamaica	0.386289651246	Ghetto-ology + Dub	1979	0.382935090075	0.0	186.8273	-6.975	22050	164.93
TRAQRTQ128F42707EA	SOLAFZG12A8C135358	Something 'Bout Love	Lisa Lisa & Cult Jam		0.36436756662	Super Hits	1997	0.408110883511	0.0	302.75873	-8.517	22050	107.778
TRAQRFN128F93071EA	SOCLIXD12A58A7B60D	Last Thursday (Call Me Crazy)	Carolyn Arends	CANADA - Ontario	0.378208270572	Feel Free	0	0.409333654627	0.0	204.01587	-9.819	22050	106.963
TRAQRJO128F42B7B09	SOHPCSX12A8C13F224	Dungeon Master	EPMD / Nocturnal	allentown Pennsylvania USA	0.453850265331	Back In Business	1997	0.480238747979	0.0	204.5122	-6.866	22050	180.823
TRAQRTB128F9332168	SOXXPIC12AB017EA44	Near My Soul	The Sonics	Tacoma, WA	0.449608088309	Fire and Ice II - The 'Lost' Tapes	1996	0.372530039366	0.0	164.362	-9.796	22050	158.84
TRAQRSK128F4279043	SOPOWPY12A8C13A4D0	Estas Listo	Juan Carlos Baglietto		0.38663083651	Modelo Para Armar	0	0.0	0.0	274.99057	-13.592	22050	93.008
TRAQRZP128F931C1F1	SOOWOMX12AB018844A	Ol' Mother Earth (Album Version)	Tony Joe White	Goodwill, LA	0.403509673363	The Best Of Tony Joe White Featuring "Polk Salad Annie	0	nan	0.0	187.32363	-23.012	22050	126.241
TRAQRLZ128F425CE1D	SOPUKRF12A8C137FF4	Blue Cave	Steve Smith	Brockton, MA	0.407924700827	Chantal's Way	0	nan	0.0	404.45342	-30.676	22050	138.39
TRAQRFD128F9322DE6	SOZHYMW12AB017E8EE	Cancion De Amor	2 Minutos		0.372462979783	Novedades	1999	nan	0.0	124.39465	-4.861	22050	97.546
TRAQVOG128F9340E58	SOJXPPN12A58A7E3E7	I.Y.A.	Chris Brown	Fairfax, California	0.852186238402	Graffiti	0	0.635536648623	0.0	188.89098	-6.969	22050	131.953
TRAQVLJ128F4283F4D	SOILVGP12A8C1367CE	Silent Night	Philip Bailey	Denver, CO	0.334072668817	The Colours Of Christmas	1998	nan	0.0	210.93832	-14.064	22050	160.313
TRAQVJC128F932E431	SOXAUGB12AB018756D	Mambo Italiano	Tony Murena		0.291449547565	Passion	0	0.0	0.0	155.14077	-10.631	22050	213.995
TRAQVUG128F4286DE3	SOWJPNZ12A8C13AE3D	Transmission - [The Factory_ Manchester Live 11 April 1980]	Joy Division		0.57629465114	Unknown Pleasures [Collector's Edition]	0	0.365143804145	0.0	229.69424	-6.525	22050	157.103
TRAQVJM128F9310F20	SOKJUZQ12AB0185E37	When I Grow Up	Fever Ray	Stockholm	0.529166982926	When I Grow Up	2009	0.505487343149	0.0	556.06812	-6.817	22050	122.984
TRAQVCT12903CD7F32	SOWHYDW12AB0186487	Release Me	Don Gibson	Shelby, North Carolina	0.379651219002	Sweet Dreams	1960	0.436696165103	0.0	184.68526	-20.691	22050	87.806
TRAQVDI128F42969C8	SOZQVBA12A8C13CAAD	Nature's Disappearing	John Mayall & The Bluesbreakers		0.405234690787	Wake Up Call	2010	0.523759151701	0.0	292.91057	-9.11	22050	89.949
TRAQVTO128F14696A6	SONJBQX12A6D4F8382	Da Funk	Daft Punk	Paris, France	1.02125558749	Homework	1995	0.862254500132	0.0	329.53424	-5.019	22050	111.201
TRAQVSH128F92EF9A5	SOYVGBE12A8C1420B4	The Loco Motion	Little Eva	Bellhaven, NC	0.384549527936	Girls of the 60's	2000	nan	0.0	149.65506	-3.375	22050	84.758
TRAQVQM128F933DFEB	SOZZPYH12AB0187578	Lost In The Future	Sneaky Sound System	Sydney, Australia	0.447386029272	Sneaky Sound System	2008	0.559365230042	0.0	225.82812	-3.951	22050	130.053
TRAQVMY128F424C862	SOZXQUU12A6D4FE701	Spain	Neviss		0.270025244802	Backseat Travelling	2003	0.0	0.0	169.66485	-5.782	22050	94.318
TRAQVFU12903CDCB07	SODIEVX12AB0186777	These Days	Take It Back!	Fayetteville, AR	0.461230676691	Can't Fight Robots	2008	0.447135796286	0.0	204.90404	-4.696	22050	135.264
TRAQVTL128F42B2A06	SOQZQDZ12A8C13E62A	I Love You Baby	Thrilla U		0.322590157639	Sings R&B & Pop Hits	0	0.0	0.0	226.95138	-7.66	22050	92.017
TRAQVWM128F426CFAD	SOMTTIL12CF5465225	Raise Your Hand	Janis Joplin	Port Arthur, TX	0.559925868569	Janis	1988	nan	0.0	137.79546	-12.436	22050	123.293
TRAQVUG128F145EB2E	SOQSSIH12A6D4F4445	What If I Kissed You Right Now?	Joi	Georgia	0.360871465375	Star Kitty's Revenge	0	0.438545889283	0.0	288.65261	-6.225	22050	159.991
TRAQXYU12903CD9262	SOIHLZN12AB018B917	I Loves You Porgy	Percy Faith	Toronto, Ontario, Canada	0.388112773806	Porgy & Bess	0	nan	0.0	159.76444	-16.445	22050	89.924
TRAQXAZ12903CF156D	SOXGGDY12AC468BCBD	Nie mehr heim	Kapelle Herrenweide		0.289191234594	Kavalierstart	2009	nan	0.0	270.62812	-12.325	22050	96.596
TRAQXOQ128F93228A9	SOWSLMW12AB017DA7D	Noites Cariocas (Minhas Noites Sem Sono)	Gal Costa		0.437464553695	Minha Voz_ Minha Vida	0	0.41373983586	0.0	189.57016	-12.485	22050	177.281
TRAQXJY12903CF3A0E	SOGNZNU12AB0189FE3	House of Love	Steel Pulse	Birmingham, England	0.502974636418	Rage and Fury	1997	0.253834736132	0.0	261.35465	-6.653	22050	168.242
TRAQXKZ128F429D175	SOWIMQH12A8C13BB7C	People Make The World	The Box Tops	Memphis, TN	0.417499644971	The Letter/Neon Rainbow	1967	0.41373983586	0.0	148.61016	-12.345	22050	110.771
TRAQPZK128F9326C80	SOPFNGN12A6D4FB47B	Mary Had A Little Boy (Maestro Mix)	SNAP!	Germany	0.463900094792	Attack - The Remixes Part 1	1996	0.0	0.0	327.78404	-10.232	22050	121.102
TRAQPAW128F423666C	SORYKAR12A8C13048C	Dream Of Ice	Dave Eggar	California - LA	0.267757495381	Serenity	1998	0.0	0.0	224.73098	-29.084	22050	117.298
TRAQPKX128F428146D	SOKZCIU12A8C13EC0D	Come Around (Acoustic)	Sister Hazel	Gainesville, FL	0.509878707853	Before The Amplifiers...Live Acoustic	0	0.439654659707	0.0	283.48036	-6.594	22050	195.633
TRAQPKV128E078EE32	SOPMGRB12A6701E98E	Livin' On The Edge	Aerosmith	Boston, MA	0.610731462904	A Little South Of Sanity	1993	0.431394611114	0.0	324.07465	-5.746	22050	101.66
TRAQPJU128F1484689	SOIBMJF12A58A7DFCE	Groundhog Day f/Cee-Lo Green & DJ Craze	Mayday	Texas	0.39609437166	Mayday	0	0.0	0.0	233.84771	-5.646	22050	178.719
TRAQPHP128F92F1464	SOKVWUH12A58A7D2CD	Put It Off Until Tomorrow	Mae West	Brooklyn, NY	0.321713203693	I'm No Angel	2006	nan	0.0	150.49098	-16.198	22050	101.276
TRAQPFR12903CC26CF	SOAVNYB12AB0182731	REALIZATION: REMORSE	This Is Hell	Long Island, NY	0.492132220964	Misfortunes	2008	0.679853999453	0.0	106.39628	-5.726	22050	83.335
TRAQPWZ128F9333FF8	SOUFPFU12AB01854D3	El Sabor lo Pongo Yo	David Andreu		0.0	Las Cosas de Antes	0	nan	0.0	250.56608	-6.063	22050	222.02
TRAQPGM128F933B997	SOXVPPB12AB0185A28	Visitor	Donna The Buffalo		0.37453002882	The Ones You Love	0	0.0	0.0	251.42812	-12.667	22050	172.076
TRAQPHD128F4226E5E	SOGHBHI12A6D4FA67E	Soul Simplicity	Soulwax	Ghent, Belgium	0.501825943654	Leave The Story Untold	1996	0.4830645596	0.0	274.78159	-9.061	22050	96.02
TRAQKCG12903CBE810	SOZMGEI12AB018DA91	Colour My XTC	Jeff Scott Soto		0.407344288039	One Night In Madrid	0	0.334706549069	0.0	298.05669	-4.304	22050	180.974
TRAQKZA128F9306913	SOWZOIY12AB0181FD3	Problem Inna the System	Black History		0.45798167407	Reggae Salute	2001	0.345802233965	0.0	251.402	-10.062	22050	127.27
TRAQKCW128F9352A52	SOAJLLN12AB0184718	The Other Side	Super700		0.411495406282	Lovebites	2009	nan	0.0	47.28118	-8.878	22050	64.101
TRAQKVC128F425E65C	SOUTRYP12A8AE46BC6	Inoculated City	The Clash	London, England	0.601186059455	London Calling / Combat Rock	1982	0.759068343301	0.0	130.63791	-13.143	22050	87.657
TRAQKIM128F42618D0	SOEYVTH12A8C138E6E	Yo Odeconer	Kékélé		0.310309148668	Kinavana	2006	0.265861049211	0.0	309.49832	-7.821	22050	115.072
TRAQKAH128F92D62A7	SOKHNPX12A8C14512E	Show Fifteen with Bernard Sampson & Robert Sewell	Groucho Marx	FORT LAUDERDALE, Flevoland	0.434621852464	Best Of The Radio Shows	0	nan	0.0	321.20118	-9.332	22050	131.128
